i,j,force_x,force_y,force_z,original_center_x_px,original_center_y_px,displaced_center_x_px,displaced_center_y_px,center_dx_px,center_dy_px,rotation_angle_deg,p1_original_x_px,p1_original_y_px,p1_displaced_x_px,p1_displaced_y_px,p1_dx_px,p1_dy_px,p2_original_x_px,p2_original_y_px,p2_displaced_x_px,p2_displaced_y_px,p2_dx_px,p2_dy_px,p3_original_x_px,p3_original_y_px,p3_displaced_x_px,p3_displaced_y_px,p3_dx_px,p3_dy_px
3.000000000000000000e+00,0.000000000000000000e+00,-1.315818955273836445e-10,-8.878417527151257740e-11,-1.321369375435487023e-08,3.759323810414077229e+02,1.938341476333077651e+02,3.759553200083620936e+02,1.938264688637369773e+02,2.293896695437069866e-02,-7.678769570787835619e-03,1.799918055401501817e+02,3.759323810414077229e+02,1.468125000000000000e+02,3.759583807796299197e+02,2.152637031074307288e+02,2.599973822219681097e-02,6.845120310743072878e+01,4.166543224196527149e+02,2.173449714499616618e+02,3.573886212638776669e+02,1.831105114313432409e+02,-5.926570115577504794e+01,-3.423446001861842092e+01,3.352104396631627878e+02,2.173449714499616618e+02,3.945189579815786374e+02,1.831051920524369336e+02,5.930851831841584954e+01,-3.423977939752472821e+01
3.000000000000000000e+00,1.000000000000000000e+00,-7.966311716834113214e-09,-5.375121699400447982e-09,-3.915639870321367516e-07,3.759323810414077229e+02,2.408557952666155302e+02,3.759553692365501547e+02,2.408480648731115821e+02,2.298819514243177764e-02,-7.730393503948107536e-03,2.307953557274479550e+01,3.759323810414077229e+02,2.878774428999233237e+02,3.759584299850102980e+02,2.622852991168072663e+02,2.604894360257503649e-02,-2.559214378311605742e+01,4.166543224196527149e+02,2.173449714499616334e+02,3.573886705034460647e+02,2.301321074209663493e+02,-5.926565191620665018e+01,1.278713597100471588e+01,3.352104396631627878e+02,2.173449714499616334e+02,3.945190072211941015e+02,2.301267880815612443e+02,5.930856755803131364e+01,1.278181663159961090e+01
3.000000000000000000e+00,2.000000000000000000e+00,-8.486099403737848288e-06,-5.724646230212102544e-06,-1.258810051497258299e-04,3.759323810414077229e+02,3.348990905332310604e+02,3.759553846279522986e+02,3.348913559962871886e+02,2.300358654457568264e-02,-7.734536943871717085e-03,1.799918056415133947e+02,3.759323810414077229e+02,2.878774428999233237e+02,3.759584453612922630e+02,3.563285902399837823e+02,2.606431988454005477e-02,6.845114734006045865e+01,4.166543224196527149e+02,3.584099143498849571e+02,3.573886859023980946e+02,3.241753985310505186e+02,-5.926563651725462023e+01,-3.423451581883443851e+01,3.352104396631627878e+02,3.584099143498849571e+02,3.945190226201665951e+02,3.241700792178273787e+02,5.930858295700380722e+01,-3.423983513205757845e+01
3.000000000000000000e+00,3.000000000000000000e+00,-1.496953767725497193e-04,-1.009449116550105170e-04,-1.372858543680075373e-03,3.759323810414077229e+02,3.819207381665389107e+02,3.759553816636589545e+02,3.819129983705616951e+02,2.300062225123156168e-02,-7.739795977215635503e-03,2.307955498577303999e+01,3.759323810414077229e+02,4.289423857998466474e+02,3.759584423953229475e+02,4.033502326142584025e+02,2.606135391522457212e-02,-2.559215318558824492e+01,4.166543224196527149e+02,3.584099143498850140e+02,3.573886829389409741e+02,3.711970409038736989e+02,-5.926563948071174082e+01,1.278712655398868492e+01,3.352104396631627878e+02,3.584099143498850140e+02,3.945190196567129988e+02,3.711917215935529839e+02,5.930857999355021093e+01,1.278180724366796994e+01
3.000000000000000000e+00,4.000000000000000000e+00,-1.386897750583589335e-02,-9.327344706044288572e-03,-6.156529039246332047e-02,3.759323810414077229e+02,4.759640334331544409e+02,3.760092827835173921e+02,4.759553992592359464e+02,7.690174210966915780e-02,-8.634173918494525424e-03,-1.797674636991643808e+02,3.759323810414077229e+02,4.289423857998466474e+02,3.759221841219925864e+02,4.973924177870563881e+02,-1.019691941513656275e-02,6.845003198720974069e+01,4.166543224196527149e+02,4.994748572498082808e+02,3.574879914320774219e+02,4.651616264582994518e+02,-5.916633098757529297e+01,-3.431323079150882904e+01,3.352104396631627878e+02,4.994748572498082808e+02,3.946176727964821680e+02,4.653121535323519424e+02,5.940723313331938016e+01,-3.416270371745633838e+01
3.000000000000000000e+00,5.000000000000000000e+00,-7.404842062369319799e-02,-4.963241955604655309e-02,-2.553956682909692133e-01,3.759323810414077229e+02,5.229856810664621207e+02,3.762999114276797172e+02,5.229628869764283081e+02,3.675303862719943027e-01,-2.279409003381260845e-02,4.572849383187934791e+01,3.759323810414077229e+02,5.700073286997699142e+02,3.759436656997207251e+02,5.443963156152365173e+02,1.128465831300218269e-02,-2.561101308453339698e+01,4.166543224196527149e+02,4.994748572498082808e+02,3.579196677701643807e+02,5.119412728298181605e+02,-5.873465464948833414e+01,1.246641558000987970e+01,3.352104396631627878e+02,4.994748572498082808e+02,3.950364008131539890e+02,5.125510724842299624e+02,5.982596114999120118e+01,1.307621523442168154e+01
3.000000000000000000e+00,6.000000000000000000e+00,-6.864046015876068552e-01,-4.540743369205733626e-01,-1.715432301411369487e+00,3.759323810414077229e+02,6.170289763330778214e+02,3.793350636893911769e+02,6.176985928533288188e+02,3.402682647983453990e+00,6.696165202509973824e-01,-1.740949246264615340e+02,3.759323810414077229e+02,5.700073286997700279e+02,3.770331589447955594e+02,6.389819382339665026e+02,1.100777903387836432e+00,6.897460953419647467e+01,4.166543224196527149e+02,6.405398001497317182e+02,3.622977887567992070e+02,6.052628257259549400e+02,-5.435653366285350785e+01,-3.527697442377677817e+01,3.352104396631627878e+02,6.405398001497317182e+02,3.986742433665788212e+02,6.088510146000653549e+02,6.346380370341603339e+01,-3.168878554966636329e+01
3.000000000000000000e+00,7.000000000000000000e+00,-1.203373508377833856e+00,-7.889560079610723475e-01,-2.780392762579150467e+00,3.759323810414077229e+02,6.640506239663855013e+02,3.807339308499342678e+02,6.656067718884731903e+02,4.801549808526544894e+00,1.556147922087689039e+00,3.531733567650524463e+01,3.759323810414077229e+02,7.110722715996932948e+02,3.773890525549138601e+02,6.867503398635021767e+02,1.456671513506137217e+00,-2.432193173619111803e+01,4.166543224196527149e+02,6.405398001497317182e+02,3.645087164691830139e+02,6.524309975072130783e+02,-5.214560595046970093e+01,1.189119735748136009e+01,3.352104396631627878e+02,6.405398001497317182e+02,4.003040235257059862e+02,6.576389782947042022e+02,6.509358386254319839e+01,1.709917814497248401e+01
3.000000000000000000e+00,8.000000000000000000e+00,-1.160925570012192098e+00,-7.485304469674347594e-01,-2.812216281792719208e+00,3.759323810414077229e+02,7.580939192330009746e+02,3.803954297497548396e+02,7.595135184295282897e+02,4.463048708347116644e+00,1.419599196527315144e+00,-1.713146888689364005e+02,3.759323810414077229e+02,7.110722715996932948e+02,3.770555617033797944e+02,7.806645652283500567e+02,1.123180661972071448e+00,6.959229362865676194e+01,4.166543224196527149e+02,7.816047430496548714e+02,3.641053948446606228e+02,7.462887144626407689e+02,-5.254892757499209210e+01,-3.531602858701410241e+01,3.352104396631627878e+02,7.816047430496548714e+02,4.000253327012242721e+02,7.515872755975940436e+02,6.481489303806148428e+01,-3.001746745206082778e+01
3.000000000000000000e+00,9.000000000000000000e+00,-6.126394695882620978e-01,-3.926297183282203562e-01,-1.735239330660542256e+00,3.759323810414077229e+02,8.051155668663088818e+02,3.789437353352099649e+02,8.056572806640436966e+02,3.011354293802241955e+00,5.417137977348147615e-01,3.703862616843755262e+01,3.759323810414077229e+02,8.521372144996165616e+02,3.766431456588163655e+02,8.269503808901199591e+02,7.107646174086426072e-01,-2.518683360949660255e+01,4.166543224196527149e+02,7.816047430496549850e+02,3.618496972248180441e+02,7.931662900429279262e+02,-5.480462519483467076e+01,1.156154699327294111e+01,3.352104396631627878e+02,7.816047430496549850e+02,3.983383631219954850e+02,7.968551710590832045e+02,6.312792345883269718e+01,1.525042800942821941e+01
4.000000000000000000e+00,0.000000000000000000e+00,-3.228484231933351565e-11,-2.178414547415549468e-11,-4.130328354686953453e-09,4.166543224196527149e+02,1.703233238166538968e+02,4.166795089615391134e+02,1.703214052542165575e+02,2.518654188639857239e-02,-1.918562437339232929e-03,5.165648668593572523e+01,4.166543224196527149e+02,2.173449714499616618e+02,4.166770010063304426e+02,1.917586351600339754e+02,2.267858667772770787e-02,-2.558633628992768649e+01,4.573762637978976500e+02,1.468125000000000000e+02,3.981155927387814017e+02,1.596006379250126486e+02,-5.926067105911624822e+01,1.278813792501264857e+01,3.759323810414077229e+02,1.468125000000000000e+02,4.352459331395053823e+02,1.596049426776030487e+02,5.931355209809765938e+01,1.279244267760304865e+01
4.000000000000000000e+00,1.000000000000000000e+00,-1.183220997272503198e-07,-7.983530923855917562e-08,-3.611697952552962018e-06,4.166543224196527149e+02,2.643666190832694269e+02,4.166795089615391134e+02,2.643647005208321161e+02,2.518654188639857239e-02,-1.918562437310811220e-03,-1.799933271360762888e+02,4.166543224196527149e+02,2.173449714499616618e+02,4.166770010063304426e+02,2.858019304266495055e+02,2.267858667772770787e-02,6.845695897668784369e+01,4.573762637978976500e+02,2.878774428999233237e+02,3.981155927387814017e+02,2.536439331916282072e+02,-5.926067105911624822e+01,-3.423350970829511652e+01,3.759323810414077229e+02,2.878774428999233237e+02,4.352459331395053823e+02,2.536482379442186073e+02,5.931355209809765938e+01,-3.422920495570471644e+01
4.000000000000000000e+00,2.000000000000000000e+00,-3.859613566684341365e-06,-2.604031377759949673e-06,-6.444614405650243036e-05,4.166543224196527149e+02,3.113882667165772204e+02,4.166795089615391134e+02,3.113863481541399096e+02,2.518654188639857239e-02,-1.918562437310811220e-03,5.165648669621741362e+01,4.166543224196527149e+02,3.584099143498850140e+02,4.166770010063304426e+02,3.328235780599572990e+02,2.267858667772770787e-02,-2.558633628992771492e+01,4.573762637978976500e+02,2.878774428999233237e+02,3.981155927387814017e+02,3.006655808249360007e+02,-5.926067105911624822e+01,1.278813792501267699e+01,3.759323810414077229e+02,2.878774428999233237e+02,4.352459331395053823e+02,3.006698855775264292e+02,5.931355209809765938e+01,1.279244267760310549e+01
4.000000000000000000e+00,3.000000000000000000e+00,-1.197563434235580883e-03,-8.075409618978118733e-04,-7.543088692158667931e-03,4.166543224196527149e+02,4.054315619831927506e+02,4.166798720782311420e+02,4.054294901317367135e+02,2.554965857842717014e-02,-2.071851456037165917e-03,-1.799727233265024040e+02,4.166543224196527149e+02,3.584099143498850140e+02,4.166696549720288658e+02,4.268667177272287745e+02,1.533255237615094302e-02,6.845680337734376053e+01,4.573762637978976500e+02,4.289423857998466474e+02,3.981198131548741230e+02,3.947020480430178395e+02,-5.925645064302352694e+01,-3.424033775682880787e+01,3.759323810414077229e+02,4.289423857998466474e+02,4.352501481077905510e+02,3.947197046249634695e+02,5.931776706638282803e+01,-3.422268117488317785e+01
4.000000000000000000e+00,4.000000000000000000e+00,-1.144840688862158555e-02,-7.713346563698882975e-03,-4.976438201204714390e-02,4.166543224196527149e+02,4.524532096165004873e+02,4.167016819027847987e+02,4.524440006795170461e+02,4.735948313208382388e-02,-9.208936983441162738e-03,3.701290361368695159e+01,4.166543224196527149e+02,4.994748572498082808e+02,4.166261152105321344e+02,4.738810925927848530e+02,-2.820720912058050089e-02,-2.559376465702342784e+01,4.573762637978976500e+02,4.289423857998466474e+02,3.981744713560287892e+02,4.416600665456056731e+02,-5.920179244186886081e+01,1.271768074575902574e+01,3.759323810414077229e+02,4.289423857998466474e+02,4.353044591417934726e+02,4.417908429001605555e+02,5.937207810038574962e+01,1.284845710031390809e+01
4.000000000000000000e+00,5.000000000000000000e+00,-3.170366931566773183e-01,-2.125855154609272712e-01,-8.204163745396689800e-01,4.166543224196527149e+02,5.464965048831161312e+02,4.182427282180220232e+02,5.465847157564048757e+02,1.588405798369308286e+00,8.821087328874455125e-02,-1.770361974685388304e+02,4.166543224196527149e+02,4.994748572498082808e+02,4.171037797767035045e+02,5.679801129617185325e+02,4.494573570507895965e-01,6.850525571191025165e+01,4.573762637978976500e+02,5.700073286997699142e+02,4.003431136469347393e+02,5.349578274901029999e+02,-5.703315015096291063e+01,-3.504950120966691429e+01,3.759323810414077229e+02,5.700073286997699142e+02,4.372812912304277688e+02,5.368162068173933221e+02,6.134891018902004589e+01,-3.319112188237659211e+01
4.000000000000000000e+00,6.000000000000000000e+00,-9.345912248433931868e-01,-6.236321622030590595e-01,-2.065124528189984154e+00,4.166543224196527149e+02,5.935181525164239247e+02,4.211661981550325891e+02,5.946055936608379398e+02,4.511875735379874186e+00,1.087441144414015071e+00,3.731313381641489713e+01,4.166543224196527149e+02,6.405398001497317182e+02,4.184366983638092279e+02,6.158275917821224539e+02,1.782375944156513015e+00,-2.471220836760926431e+01,4.573762637978976500e+02,5.700073286997700279e+02,4.045628723481206634e+02,5.819438073137234824e+02,-5.281339144977698652e+01,1.193647861395345444e+01,3.759323810414077229e+02,5.700073286997700279e+02,4.404990237531677622e+02,5.860453818866676556e+02,6.456664271176003922e+01,1.603805318689762771e+01
4.000000000000000000e+00,7.000000000000000000e+00,-2.622979839588348128e+00,-1.724939030738694479e+00,-5.077798292334644081e+00,4.166543224196527149e+02,6.875614477830395117e+02,4.121297992698043799e+02,6.864044226333109009e+02,-4.524523149848334924e+00,-1.157025149728610813e+00,-1.725663262262006015e+02,4.166543224196527149e+02,6.405398001497317182e+02,4.093458764667252581e+02,7.076596888901891589e+02,-7.308445952927456801e+00,6.711988874045744069e+01,4.573762637978976500e+02,7.110722715996932948e+02,3.953317455793499562e+02,6.734126634258091144e+02,-6.204451821854769378e+01,-3.765960817388418036e+01,3.759323810414077229e+02,7.110722715996932948e+02,4.317117757633378687e+02,6.781409155839344294e+02,5.577939472193014581e+01,-3.293135601575886540e+01
4.000000000000000000e+00,8.000000000000000000e+00,-2.470856915668846465e+00,-1.611978804111245056e+00,-4.949877886603862187e+00,4.166543224196527149e+02,7.345830954163471915e+02,4.128880770189500709e+02,7.337265576736535877e+02,-3.766245400702644019e+00,-8.565377426936038319e-01,9.347958905959517395e+00,4.166543224196527149e+02,7.816047430496549850e+02,4.099748530796430828e+02,7.549648907621726721e+02,-6.679469340009632106e+00,-2.663985228748231293e+01,4.573762637978976500e+02,7.110722715996934085e+02,3.961061797485226066e+02,7.206098862869497452e+02,-6.127008404937504338e+01,9.537614687256336765e+00,3.759323810414077229e+02,7.110722715996934085e+02,4.325831982286844095e+02,7.256048959718381184e+02,5.665081718727668658e+01,1.453262437214470992e+01
4.000000000000000000e+00,9.000000000000000000e+00,-6.406982700152134003e-01,-4.126775065189908220e-01,-1.782706143563473900e+00,4.166543224196527149e+02,8.286263906829626649e+02,4.197914757185275221e+02,8.292222988371079282e+02,3.137153298874807206e+00,5.959081541452633246e-01,-1.738866627229975563e+02,4.166543224196527149e+02,7.816047430496548714e+02,4.174325543792605231e+02,8.505074472705941844e+02,7.782319596078082213e-01,6.890270422093931302e+01,4.573762637978976500e+02,8.521372144996165616e+02,4.027476096118847408e+02,8.166964973498156724e+02,-5.462865418601290912e+01,-3.544071714980088927e+01,3.759323810414077229e+02,8.521372144996165616e+02,4.391942631644372455e+02,8.204629518909138142e+02,6.326188212302952252e+01,-3.167426260870274746e+01
5.000000000000000000e+00,0.000000000000000000e+00,-4.794961546338150870e-10,-3.235391060403489809e-10,-3.814827666199660196e-08,4.573762637978976500e+02,1.938341476333077651e+02,4.574004231671005982e+02,1.938310789929680027e+02,2.415936920294825541e-02,-3.068640339762396252e-03,-1.799905486346467853e+02,4.573762637978976500e+02,1.468125000000000000e+02,4.573968772142691819e+02,2.152683100787253068e+02,2.061341637153191186e-02,6.845581007872530677e+01,4.980982051761426419e+02,2.173449714499616618e+02,4.388370256031943200e+02,1.831094094064318369e+02,-5.926117957294832195e+01,-3.423556204352982490e+01,4.166543224196527149e+02,2.173449714499616618e+02,4.759673666838382928e+02,1.831155174937468644e+02,5.931304426418557796e+01,-3.422945395621479747e+01
5.000000000000000000e+00,1.000000000000000000e+00,-2.902552912565744366e-08,-1.958476337912884715e-08,-1.126120653249221407e-06,4.573762637978976500e+02,2.408557952666155302e+02,4.574005052432632965e+02,2.408527715900845578e+02,2.424144536564654118e-02,-3.023676530972352339e-03,4.617122455351509558e+01,4.573762637978976500e+02,2.878774428999233237e+02,4.573969592899597956e+02,2.622900026758387639e+02,2.069549206214560400e-02,-2.558744022408455976e+01,4.980982051761426419e+02,2.173449714499616334e+02,4.388371076795958743e+02,2.301311020031486123e+02,-5.926109749654676762e+01,1.278613055318697889e+01,4.166543224196527149e+02,2.173449714499616334e+02,4.759674487602341060e+02,2.301372100912663541e+02,5.931312634058139110e+01,1.279223864130472066e+01
5.000000000000000000e+00,2.000000000000000000e+00,-3.086880689572465118e-05,-2.082671106227872943e-05,-3.563655435488026816e-04,4.573762637978976500e+02,3.348990905332310604e+02,4.574005085133547368e+02,3.348960685912377357e+02,2.424471545708684062e-02,-3.021941993324617215e-03,-1.799905486348431225e+02,4.573762637978976500e+02,2.878774428999233237e+02,4.573969625605921578e+02,3.563332996769917145e+02,2.069876269450787731e-02,6.845585677706839078e+01,4.980982051761426419e+02,3.584099143498849571e+02,4.388371109494170241e+02,3.241743990047708621e+02,-5.926109422672561777e+01,-3.423551534511409500e+01,4.166543224196527149e+02,3.584099143498849571e+02,4.759674520300550853e+02,3.241805070919506306e+02,5.931312961040237042e+01,-3.422940725793432648e+01
5.000000000000000000e+00,3.000000000000000000e+00,-5.429058106907369737e-04,-3.662327242677753921e-04,-3.830476363944503200e-03,4.573762637978976500e+02,3.819207381665389107e+02,4.574006916033445123e+02,3.819177908731105049e+02,2.442780544686229405e-02,-2.947293428405828308e-03,4.645822174846835395e+01,4.573762637978976500e+02,4.289423857998466474e+02,4.573942842922074306e+02,4.033550211804711694e+02,1.802049430978058808e-02,-2.558736461937547801e+01,4.980982051761426419e+02,3.584099143498850140e+02,4.388387255638202191e+02,3.711936440166041393e+02,-5.925947961232242278e+01,1.278372966671912536e+01,4.166543224196527149e+02,3.584099143498850140e+02,4.759690649540059439e+02,3.712047074222561491e+02,5.931474253435322908e+01,1.279479307237113517e+01
5.000000000000000000e+00,4.000000000000000000e+00,-4.923874225173014568e-02,-3.317769869368140945e-02,-1.632777909924126025e-01,4.573762637978976500e+02,4.759640334331544409e+02,4.576249582177825346e+02,4.759449390417134964e+02,2.486944198848846099e-01,-1.909439144094449148e-02,-1.793904666124651897e+02,4.573762637978976500e+02,4.289423857998466474e+02,4.573959299853858056e+02,4.973805348749210680e+02,1.966618748815562867e-02,6.843814907507442058e+01,4.980982051761426419e+02,4.994748572498082808e+02,4.391773210349488181e+02,4.650305114026867273e+02,-5.892088414119382378e+01,-3.444434584712155356e+01,4.166543224196527149e+02,4.994748572498082808e+02,4.763016236330130369e+02,4.654237708475327508e+02,5.964730121336032198e+01,-3.405108640227552996e+01
5.000000000000000000e+00,5.000000000000000000e+00,-2.557842187003472323e-01,-1.720924214401021723e-01,-6.512730162766311448e-01,4.573762637978976500e+02,5.229856810664621207e+02,4.586407477299480888e+02,5.230157294992264951e+02,1.264483932050438852e+00,3.004843276437441091e-02,4.449802203480786744e+01,4.573762637978976500e+02,5.700073286997699142e+02,4.577372775313444890e+02,5.444257942674776132e+02,3.610137334468390691e-01,-2.558153443229230106e+01,4.980982051761426419e+02,4.994748572498082808e+02,4.405896686801838200e+02,5.115664400331853017e+02,-5.750853649595882189e+01,1.209158278337702086e+01,4.166543224196527149e+02,4.994748572498082808e+02,4.775952969783160142e+02,5.130549541970167411e+02,6.094097455866329938e+01,1.358009694720846028e+01
5.000000000000000000e+00,6.000000000000000000e+00,-2.116458353900301237e+00,-1.414447243670443166e+00,-3.931010914892530295e+00,4.573762637978976500e+02,6.170289763330778214e+02,4.597005724601269776e+02,6.186176687600889181e+02,2.324308662229327638e+00,1.588692427011096697e+00,-1.704402719821038943e+02,4.573762637978976500e+02,5.700073286997700279e+02,4.560948131080473331e+02,6.397264334672433961e+02,-1.281450689850316849e+00,6.971910476747336816e+01,4.980982051761426419e+02,6.405398001497317182e+02,4.432827336242542060e+02,6.050385952124847790e+02,-5.481547155188843590e+01,-3.550120493724693915e+01,4.166543224196527149e+02,6.405398001497317182e+02,4.797241706480792800e+02,6.110879776005385793e+02,6.306984822842656513e+01,-2.945182254919313891e+01
5.000000000000000000e+00,7.000000000000000000e+00,-3.409053435314698177e+00,-2.265667198425166617e+00,-5.979988873872360777e+00,4.573762637978976500e+02,6.640506239663855013e+02,4.486126178382575063e+02,6.611710185808941560e+02,-8.763645959640143701e+00,-2.879605385491345260e+00,1.812645601152310704e+01,4.573762637978976500e+02,7.110722715996932948e+02,4.468931061756578629e+02,6.825272206011561593e+02,-1.048315762223978709e+01,-2.854505099853713546e+01,4.980982051761426419e+02,6.405398001497317182e+02,4.316714377899642159e+02,6.492309910947759590e+02,-6.642676738617842602e+01,8.691190945044240834e+00,4.166543224196527149e+02,6.405398001497317182e+02,4.672733095491505537e+02,6.517548440467503497e+02,5.061898712949783885e+01,1.121504389701863147e+01
5.000000000000000000e+00,8.000000000000000000e+00,-2.754590965788192847e+00,-1.806254399457701609e+00,-5.322223118165932298e+00,4.573762637978976500e+02,7.580939192330009746e+02,4.518441417840086842e+02,7.565130053410208575e+02,-5.532122013888965739e+00,-1.580913891980117114e+00,-1.732739765625716757e+02,4.573762637978976500e+02,7.110722715996932948e+02,4.493077647473714933e+02,7.777978398176510382e+02,-8.068499050526156680e+00,6.672556821795774340e+01,4.980982051761426419e+02,7.816047430496548714e+02,4.349904438879560757e+02,7.437560853170909922e+02,-6.310776128818656616e+01,-3.784865773256387911e+01,4.166543224196527149e+02,7.816047430496548714e+02,4.712342167166986542e+02,7.479850908883204283e+02,5.457989429704593931e+01,-3.361965216133444301e+01
5.000000000000000000e+00,9.000000000000000000e+00,-1.352636801301453140e+00,-8.813901189470596531e-01,-3.101123649457595111e+00,4.573762637978976500e+02,8.051155668663088818e+02,4.619028615694844575e+02,8.067664810058380453e+02,4.526597771586807539e+00,1.650914139529163549e+00,3.575531577546976791e+01,4.573762637978976500e+02,8.521372144996165616e+02,4.583858749683921587e+02,8.278874017835672703e+02,1.009611170494508769e+00,-2.424981271604929134e+01,4.980982051761426419e+02,7.816047430496549850e+02,4.457125702582479221e+02,7.934068117606675514e+02,-5.238563491789471982e+01,1.180206871101256638e+01,4.166543224196527149e+02,7.816047430496549850e+02,4.816101394818132349e+02,7.990052294732794280e+02,6.495581706216051998e+01,1.740048642362444298e+01
6.000000000000000000e+00,0.000000000000000000e+00,-6.335454087768985369e-11,-4.274845841877277643e-11,-7.177835860466746032e-09,4.980982051761426419e+02,1.703233238166538968e+02,4.981232264227925270e+02,1.703204948050015446e+02,2.502124664988514269e-02,-2.829011652352164674e-03,4.751699088370779833e+01,4.980982051761426419e+02,2.173449714499616618e+02,4.981207317320493075e+02,1.917577255305505730e+02,2.252655590666563512e-02,-2.558724591941108883e+01,5.388201465543875202e+02,1.468125000000000000e+02,4.795593041379474357e+02,1.595997372832394774e+02,-5.926084241644008443e+01,1.278723728323947739e+01,4.573762637978976500e+02,1.468125000000000000e+02,5.166896433983808947e+02,1.596040216012145549e+02,5.931337960048324476e+01,1.279152160121455495e+01
6.000000000000000000e+00,1.000000000000000000e+00,-2.321336551733496057e-07,-1.566304165232114514e-07,-6.241610707600446907e-06,4.980982051761426419e+02,2.643666190832694269e+02,4.981232395084954305e+02,2.643637965381925028e+02,2.503433235278862412e-02,-2.822545076924143359e-03,-1.799933606129431496e+02,4.980982051761426419e+02,2.173449714499616618e+02,4.981207448119163814e+02,2.858010272637397975e+02,2.253963577373951921e-02,6.845605581377813564e+01,5.388201465543875202e+02,2.878774428999233237e+02,4.795593172265691351e+02,2.536430390113795852e+02,-5.926082932781838508e+01,-3.423440388854373850e+01,4.573762637978976500e+02,2.878774428999233237e+02,5.166896564870007751e+02,2.536473233394581257e+02,5.931339268910312512e+01,-3.423011956046519799e+01
6.000000000000000000e+00,2.000000000000000000e+00,-7.568175330616923633e-06,-5.106451879199170244e-06,-1.107626816901584852e-04,4.980982051761426419e+02,3.113882667165772204e+02,4.981232395084954305e+02,3.113854441715002963e+02,2.503433235278862412e-02,-2.822545076924143359e-03,4.751699536098575294e+01,4.980982051761426419e+02,3.584099143498850140e+02,4.981207448119163814e+02,3.328226748970475910e+02,2.253963577373951921e-02,-2.558723945283742296e+01,5.388201465543875202e+02,2.878774428999233237e+02,4.795593172265691351e+02,3.006646866446873787e+02,-5.926082932781838508e+01,1.278724374476405501e+01,4.573762637978976500e+02,2.878774428999233237e+02,5.166896564870007751e+02,3.006689709727659192e+02,5.931339268910312512e+01,1.279152807284259552e+01
6.000000000000000000e+00,3.000000000000000000e+00,-2.337517280065514510e-03,-1.576865491225745187e-03,-1.269025660301256915e-02,4.980982051761426419e+02,4.054315619831927506e+02,4.981240241857683486e+02,4.054285114783601216e+02,2.581900962570671254e-02,-3.050504832629030716e-03,-1.799590084987242165e+02,4.980982051761426419e+02,3.584099143498850140e+02,4.981086760864942562e+02,4.268657367092354207e+02,1.047091035161429318e-02,6.845582235935040671e+01,5.388201465543875202e+02,4.289423857998466474e+02,4.795665347548338673e+02,3.946966262920694817e+02,-5.925361179955365287e+01,-3.424575950777716571e+01,4.573762637978976500e+02,4.289423857998466474e+02,5.166968617159768655e+02,3.947231714337752919e+02,5.932059791807921556e+01,-3.421921436607135547e+01
6.000000000000000000e+00,4.000000000000000000e+00,-2.218621310188286302e-02,-1.496179852114737016e-02,-8.217329574831627736e-02,4.980982051761426419e+02,4.524532096165004873e+02,4.982223016161366331e+02,4.524422788777303026e+02,1.240964399939912255e-01,-1.093073877018468920e-02,4.773524122803687675e+01,4.980982051761426419e+02,4.994748572498082808e+02,4.981060472349590782e+02,4.738790875857204128e+02,7.842058816436292545e-03,-2.559576966408786802e+01,5.388201465543875202e+02,4.289423857998466474e+02,4.797160097725072774e+02,4.416236374860541218e+02,-5.910413678188024278e+01,1.268125168620747445e+01,4.573762637978976500e+02,4.289423857998466474e+02,5.168448478409436575e+02,4.418241115614163732e+02,5.946858404304600754e+01,1.288172576156972582e+01
6.000000000000000000e+00,5.000000000000000000e+00,-5.895364613540462484e-01,-3.968136069967168611e-01,-1.274504569074843996e+00,4.980982051761426419e+02,5.464965048831161312e+02,5.010878538729367619e+02,5.468788349794674559e+02,2.989648696794120042e+00,3.823300963513247552e-01,-1.755032728777514990e+02,4.980982051761426419e+02,4.994748572498082808e+02,4.993197888923995151e+02,5.682139001903956341e+02,1.221583716256873231e+00,6.873904294058735331e+01,5.388201465543875202e+02,5.700073286997699142e+02,4.836965480045860204e+02,5.348521551108840413e+02,-5.512359854980149976e+01,-3.515517358888587296e+01,4.573762637978976500e+02,5.700073286997699142e+02,5.202472247218245229e+02,5.375704496371229197e+02,6.287096092392687297e+01,-3.243687906264699450e+01
6.000000000000000000e+00,6.000000000000000000e+00,-1.663437075204348359e+00,-1.117277270841553705e+00,-3.069203808345847051e+00,4.980982051761426419e+02,5.935181525164239247e+02,5.054177659472410369e+02,5.959179031988651332e+02,7.319560771098394980e+00,2.399750682441208482e+00,3.089577265010688834e+01,4.980982051761426419e+02,6.405398001497317182e+02,5.017006030870131781e+02,6.169850996866234709e+02,3.602397910870536180e+00,-2.355470046310824728e+01,5.388201465543875202e+02,5.700073286997700279e+02,4.900105296615520274e+02,5.827509147241366918e+02,-4.880961689283549276e+01,1.274358602436666388e+01,4.573762637978976500e+02,5.700073286997700279e+02,5.245421650931577915e+02,5.880176951858352368e+02,6.716590129526014152e+01,1.801036648606520885e+01
